x,y,norm
0.701106664,0.80927801,0.933934639
-3.948161116,-4.547891907,0.166042192
-0.066691523,2.430430441,0.411294935
3.00913982,-1.315326383,0.304501759
-2.198210671,-0.020851642,0.454894986
0.625963652,-4.749052116,0.208762688
0.526697023,4.023732696,0.24642329
4.171925943,0.663996682,0.236718003
0.028074978,-1.422714533,0.70274488
-1.430127303,2.558421452,0.341180019
-0.139434614,0.271931407,3.27229788
2.463890872,-3.766432863,0.222185059
-0.483922428,3.093893631,0.319334699
2.520423347,4.720713119,0.186866387
0.855993463,-3.273499133,0.295546146
-2.116717002,3.608889698,0.239014476
3.877943543,0.221847273,0.257447703
-0.021564677,-0.945405453,1.057472168
-1.983894379,0.57165998,0.484351978
-3.652938037,1.706486812,0.248023276
0.028630101,4.829722305,0.207047604
-2.673593552,2.048564499,0.296895167
3.603744886,0.089545639,0.277403497
2.804861951,-3.820932957,0.210974318
3.61515665,4.685690711,0.168970382
-2.556858965,3.358822554,0.236894891
4.314392754,0.834032409,0.227569166
-0.334391795,3.761605806,0.26479968
-1.281349475,1.675536619,0.474083847
-0.497247419,-2.256927438,0.432702763
-1.619572796,2.245238149,0.361217784
4.149701342,3.684273567,0.180205359
-4.844468342,-0.71963171,0.204180544
-1.756091991,-3.724176099,0.242869108
2.770972936,-0.1478157,0.360371697
-4.086757156,1.913378331,0.221606951
-1.302995053,2.147153471,0.398154795
0.263313208,-0.08679386,3.606865757
1.891910085,2.305876819,0.335268732
1.281846321,-1.669182228,0.475151917
-2.533884204,-4.083825866,0.208070689
4.092295568,4.628885462,0.161852427
1.860226912,4.69571666,0.197989918
-4.259398729,-3.520075929,0.180972394
-2.313958294,2.837442039,0.273123337
-0.31119716,-2.849825776,0.348825051
3.223251046,-1.981248038,0.26430721
0.492526915,3.107677077,0.317817018
-0.594247592,-3.767074209,0.262215519
4.046953366,-0.449766788,0.245587435
3.449839916,-2.830991621,0.224078368
-2.056771007,1.80397066,0.365523418
1.729341866,-3.983812388,0.230257199
0.793876129,-0.22256095,1.212880868
4.097225536,-0.772847674,0.23983815
-0.621633615,0.117081044,1.580869468
-3.517482114,-2.369590137,0.235783241
-0.912010121,-1.785355913,0.498800692
1.39064568,-3.668000138,0.254921938
3.411497114,-1.499306673,0.268353816
-2.466179771,4.612330404,0.191195032
-4.928058088,-1.355888772,0.195649425
4.90861333,-2.318472234,0.184209243
3.264741658,2.970855921,0.226545328
1.4248962,-1.554488031,0.474218013
-2.895797805,-1.985704271,0.284801288
1.738166196,2.444485389,0.333393895
-2.322029955,-0.623008322,0.415946515
-4.253190362,-2.441089568,0.20391801
-3.716783755,2.526847648,0.222500161
4.086451067,-1.56869095,0.228456585
0.58814103,-4.394318782,0.225555286
2.771811899,2.699713013,0.258445465
3.816670812,0.754671271,0.257032002
1.188037069,3.407602554,0.277103083
1.328055197,-4.207044906,0.226670803
2.439323418,2.790260081,0.269818814
4.796042468,-2.415242203,0.186224524
-0.44894667,-2.403601111,0.408969688
-0.455730041,-2.160555239,0.45287882
2.350993137,-4.980489378,0.181570924
1.655209039,0.385239236,0.588426082
-4.256626026,-4.196692338,0.167292649
-0.398593587,-4.460938418,0.223278549
2.989917287,-4.851377013,0.175477854
2.026234097,1.910696865,0.359062675
-2.384402937,-0.427473489,0.412810601
4.299235516,2.477376453,0.201534194
4.844785098,3.183331448,0.172502165
3.904118788,3.975085055,0.179479581
1.661082775,3.202305448,0.277201343
0.105908264,2.829193004,0.35321029
-4.75068653,-4.7824511,0.148346302
-0.112027492,0.575064856,1.706848155
-2.74554975,-3.522376144,0.223913898
-3.162132755,3.2095766,0.221945836
0.672366601,-2.080985745,0.457266037
-0.788291391,-4.154924792,0.236460125
4.147073395,-1.045926057,0.233812259
-0.704359215,1.520002465,0.596918724
-2.069090958,-3.229505062,0.260724149
2.212313869,4.253326776,0.208581891
-0.879245656,-4.921591653,0.200019454
2.285043728,-4.210368755,0.208747662
3.684127102,4.205776741,0.17885296
-4.653377758,-2.471312119,0.189792933
0.171235211,-1.874049314,0.531390263
4.34919094,-1.094858519,0.222971249
-0.37298441,-0.300803447,2.086959297
-0.123808947,-1.897376699,0.525924988
-4.050661597,2.457751866,0.211060649
-1.486497833,-3.475152768,0.264569128
-2.763511949,-1.679722556,0.30921888
-0.98392947,0.881216624,0.757084937
2.172149425,4.327716526,0.206515661
4.382449322,-1.120470226,0.221071737
1.535103062,-4.526202065,0.209229534
0.213413599,3.967755959,0.25166785
4.795493422,0.314310187,0.208082647
4.82782458,2.122179551,0.189621471
-3.538059497,4.032714223,0.186401631
2.870665652,1.402528325,0.312992388
4.590903699,2.016528105,0.199431305
3.031678413,4.742867297,0.177650822
4.302808803,2.651605943,0.19785432
-2.149959163,1.864079144,0.351426764
4.408179689,4.02829635,0.167461155
4.974874472,-0.901820843,0.197786664
0.075007731,4.833389142,0.206869254
1.648220971,-2.814246496,0.306618437
1.225669231,1.732100218,0.471276967
-1.601178325,-2.395772545,0.347031945
-0.797660901,-3.482756073,0.279882074
-0.4038722,-3.435933879,0.289051697
-3.544377306,3.836308024,0.191460352
-3.131373932,4.83114803,0.173695174
1.868727938,2.632500789,0.30975634
3.851225414,1.072545361,0.250138469
3.777850058,-2.260888835,0.227133338
0.336136214,1.674038893,0.585667857
4.001732951,-4.50868988,0.165880252
-4.410363856,0.228107294,0.226436002
4.860591099,4.792009097,0.146507453
2.762377401,2.675570287,0.260030712
-1.365328073,4.831498401,0.199175141
0.558300542,-4.768675556,0.208279254
-4.510329498,1.409030919,0.211626869
4.012635983,1.626906647,0.230951977
1.663948593,0.853018407,0.534800245
-2.257699044,-1.090691363,0.398827175
-3.944042833,4.336849143,0.170588529
3.940320349,-4.651566242,0.164037631
-1.260738371,-1.038451856,0.612237357
1.310855312,-3.053744919,0.300914216
-0.117627153,0.927982842,1.069052114
4.831479318,0.715875242,0.204740704
-0.353764331,3.228945866,0.307856436
-1.432740901,0.116039635,0.695684926
0.085495357,2.426969584,0.411781056
0.699789362,-0.252142376,1.344395808
-0.224722424,-0.754586609,1.270102556
-2.859455832,-3.834153082,0.209073216
2.89580982,4.339738394,0.191674159
0.122615023,3.190023329,0.313246021
4.447473989,1.515745684,0.212826134
-4.109979003,2.549373342,0.206763299
-0.592370616,-3.745338739,0.263720405
0.478296352,-1.148097419,0.804025033
0.162550416,-2.438924997,0.409109083
0.611591114,-2.806016281,0.348202353
-1.383884395,-3.088391375,0.295484519
-0.050564922,4.836221554,0.206761691
4.286875018,0.517797177,0.231586914
-4.764491367,0.439870207,0.208997193
4.459704962,4.457253299,0.158598198
-2.975911107,-2.941353739,0.238993772
-0.335498137,2.989878033,0.332375815
-4.356070898,4.470196827,0.160214419
0.354294559,-3.496773377,0.284521233
-3.585449586,4.285746402,0.178962563
3.189787538,4.949349361,0.169831422
2.896615029,-4.567891312,0.184881074
4.250704854,-3.081566302,0.190469133
-2.344521427,-1.153258758,0.382729414
-3.56729912,0.524585736,0.277341424
3.311195924,0.060181337,0.301955818
0.543627772,0.234891329,1.688608476
3.450467751,2.282261005,0.241723356
-3.348672357,-4.965204409,0.166975715
-2.802101924,2.017129212,0.289635111
4.84135016,4.639081333,0.149137916
-1.343941464,-1.943260798,0.423241185
-1.003557662,0.431244881,0.915506756
-1.155513906,2.843284424,0.325826622
-0.278117193,2.891643239,0.344235613
3.033610253,4.52558113,0.183544409
3.819636746,-2.615377893,0.216018364
-3.396852452,-2.661610372,0.231727612
0.171647504,-1.53594955,0.647035237
-0.278381446,-2.108816622,0.470121078
2.4522236,-3.469243516,0.235381763
0.867308013,-3.601869585,0.269918681
-0.497061963,1.939504218,0.499454195
-0.438695068,3.569312075,0.278073581
-3.835012893,-3.928375098,0.182151312
4.265059964,-0.286313449,0.233936774
2.996432696,-0.42166745,0.330474024
-4.481404657,3.894403314,0.168431902
1.17000799,3.967906006,0.241732157
1.566575408,-3.441421458,0.26446569
-3.463648593,-2.216998152,0.243166226
1.551153051,-2.032250137,0.391147096
0.789630505,1.073065571,0.750589574
-1.366870972,-4.050542811,0.233920635
1.496563159,4.684001823,0.203364749
3.63728294,0.756044399,0.269177002
4.042134044,2.076944736,0.220045854
3.92441107,4.53742654,0.166691575
-1.127532443,2.039220418,0.429150981
1.41223963,-3.021886777,0.299796232
2.349436747,0.219747776,0.423784282
-4.961098172,3.833126029,0.15950495
-2.103419783,-4.87728569,0.188269872
-0.795556928,0.528831647,1.046805551
-2.922118339,4.895865057,0.17538929
-2.893552861,-0.256333372,0.344247746
3.996317314,2.608788032,0.209535761
0.238216149,4.313273593,0.231489693
2.48587271,2.296146012,0.295503195
3.814109027,3.337429342,0.197311739
-2.415393336,3.435016403,0.238139369
-1.384443276,4.423981195,0.215724288
4.246170807,-4.084633607,0.16972524
-0.655836913,-0.893572334,0.902185578
3.023548691,-2.306295137,0.262968168
1.794123662,-0.045036923,0.557199653
0.119109899,3.524356403,0.283577846
1.643145608,-0.585460115,0.573285652
2.831067743,0.09376363,0.353030054
0.839972334,-2.508177018,0.378058852
3.645353114,-1.838715361,0.244928351
1.414589722,-1.979430863,0.411024872
-0.177213893,2.18235581,0.456717115
-2.951948962,2.280133501,0.268095441
-1.14718714,-0.901399098,0.685420655
-0.290450332,-0.465970474,1.821225121
3.355439764,-0.904919486,0.287743213
-4.978140974,0.067729313,0.200859611
-2.891968866,4.348744886,0.191477212
-3.013616085,-3.488161232,0.216934793
-1.412370411,3.974750846,0.237066457
1.532033552,-3.738954794,0.2474845
0.333170095,-1.520231054,0.642544984
0.578707646,0.931258918,0.912055872
-1.553689714,-1.232651341,0.504216425
-4.699004967,2.558568666,0.186901453
0.452888197,0.37032526,1.70934298
0.004197134,3.21002676,0.311523616
1.895961772,-0.523922231,0.50838338
3.551389222,-4.16042759,0.182813453
-3.533171169,0.545516419,0.279717416
-2.199229841,2.918949052,0.273619826
1.768471129,-1.483228468,0.433251456
3.610338515,4.851356274,0.16536223
1.442732144,4.097071159,0.230220073
1.402328451,-0.061127796,0.712423183
3.443781119,-1.490804694,0.266480768
-4.046234079,-4.931206651,0.156769838
-4.471878359,-4.90570221,0.150646818
0.626412312,-2.295014274,0.420350554
-4.822639356,-0.674677742,0.205355519
2.705386816,-2.428083377,0.27508774
-2.66062494,-3.549828932,0.225416203
-4.263982926,2.065044153,0.211072148
1.232793931,-1.520369675,0.510889111
3.652677781,-0.048030953,0.273748087
-3.640089476,1.952519199,0.242090427
3.134637567,1.549577277,0.28598122
2.262203623,1.321474862,0.381694374
3.769142393,2.072486041,0.232485018
-2.479999252,-4.943690749,0.180803525
0.501814455,-1.114221809,0.818324033
3.478279709,-2.386659339,0.237058876
3.278446148,0.131533822,0.304777351
-1.879412095,-3.956932294,0.228280143
0.857656103,1.587608734,0.55418245
-2.540195932,4.904876035,0.181040616
0.467390939,1.730652445,0.5578318
-0.781342497,-1.348013757,0.641812409
-0.525259654,-2.946820404,0.334083111
-4.104201005,1.337459781,0.231662386
-4.018360682,0.372536758,0.247795093
-3.540980602,3.175717584,0.210241253
2.463890891,3.936094639,0.215347271
2.318762733,-2.223743447,0.311260835
-3.00759238,2.330838241,0.262808515
2.253994108,-4.692775028,0.192085378
2.281868586,3.632711253,0.233103936
3.545821547,-2.442792953,0.232243788
-3.114441768,-1.100132768,0.302751871
-2.408279728,3.280284822,0.245736002
-3.082174253,-2.759547454,0.241720127
-2.85056006,-2.042384879,0.285167421
-4.096167438,-4.455829711,0.16522042
-2.072771978,2.945738469,0.277630446
1.986954313,-2.828548175,0.289294499
2.052186304,-3.000840129,0.275068972
-3.06718177,3.056905811,0.230926085
0.942735249,-2.632291754,0.357651649
-3.383535766,-2.629236874,0.233372382
-1.779284608,-3.242020613,0.270403121
1.451821815,3.846119621,0.243249086
-3.348160349,2.995159209,0.222600931
1.626938897,-1.932649292,0.395839784
-0.235412809,-4.002114225,0.249436773
-3.134455763,3.212623825,0.222796375
1.924548308,3.300742108,0.261722855
-2.827410107,-3.281106245,0.230879126
1.254245303,0.807433567,0.670389434
3.240690472,1.683540307,0.273829968
-0.157077104,1.412609544,0.703573348
0.965794665,2.959093001,0.321263014
2.998228221,-2.046795625,0.275462812
-4.812542637,3.236168491,0.172430829
-0.853230254,-1.54624179,0.566241472
0.175618106,-2.9213262,0.341693414
-2.75104899,2.835287799,0.253127023
-3.49653831,-3.386349633,0.205441725
-3.894348515,4.101659709,0.176805532
2.730341787,0.218207798,0.365090426
1.262007524,0.830587943,0.661897691
-3.201245535,4.747143509,0.174651923
3.596111309,-0.987354193,0.268154488
3.769588623,4.309335443,0.174660379
-2.740879788,2.271213849,0.28092953
-3.600580595,1.160570653,0.264340324
1.726055678,0.995688175,0.501843701
-4.202438166,3.181116047,0.189729119
-1.266200916,-0.613967243,0.71062948
2.018428722,-4.902673088,0.188611246
-0.672819902,0.541289423,1.158039843
4.004754505,-2.319629597,0.216074263
0.83563621,1.757389122,0.513888972
-0.145193786,1.669048047,0.596889671
2.134427283,4.556802598,0.198731257
0.747315617,1.740798712,0.527863574
0.810596028,3.955312152,0.247676849
1.332723295,1.352522825,0.526646369
-2.97751021,-0.34876487,0.33357055
-4.840670708,1.189896094,0.200611006
1.28343744,4.61092745,0.20893332
-2.235785703,-4.991004131,0.18285215
3.696292596,4.866674955,0.163633242
-4.040381036,-1.850196557,0.225029509
-1.333055404,-0.526634165,0.697685318
2.350733798,3.412862185,0.241306828
-1.09861812,0.31715009,0.874523571
1.823736825,3.537468726,0.251261825
-0.60244763,-3.460223476,0.284715586
1.408507911,1.209105538,0.53870751
4.574102694,4.059941029,0.163505383
-0.094700911,-0.533697548,1.844901218
0.182821828,-4.734128163,0.211074802
0.027787096,3.139114007,0.318548744
3.857496713,2.071541794,0.228386907
2.369124858,-4.931712698,0.182773693
3.113435076,2.65102856,0.244547534
-2.004587997,-1.667917447,0.383473425
2.224551884,-0.785547922,0.423876612
0.293177373,2.414171314,0.41119978
-3.78729912,-1.078112048,0.253951433
4.724337285,0.673668015,0.209550187
-2.914247992,-4.773911502,0.178790855
0.667466398,0.858290772,0.919727595
-1.149575694,2.806384545,0.329738294
4.100772335,3.743060743,0.180109041
0.901328883,-4.232189273,0.231101505
-2.611647549,-0.107448228,0.38257641
2.458298754,4.930574103,0.181507055
0.449196059,2.402764898,0.409099549
1.03705247,4.1781139,0.232293749
2.310134903,-2.111613086,0.319509478
-3.150366598,1.016934828,0.302075294
-4.395360432,3.872454813,0.170709373
-3.700013235,-2.393447665,0.226929021
-1.329606559,-4.220512775,0.225988951
-0.554640157,3.480672792,0.283721239
2.305497718,1.327877006,0.375860786
2.166194119,-1.685480146,0.364341876
4.874106741,-0.202162772,0.204989549
2.674726561,0.439857236,0.368914875
-4.208893527,-2.6475189,0.201112652
-4.194199388,-0.394262605,0.237378054
-2.196413657,2.470153552,0.302532167
-4.276388129,3.475137307,0.181476324
-1.569390886,-2.316639018,0.357375316
4.554271047,-2.110977171,0.199214218
-0.293441822,2.22933755,0.444727666
1.432648791,-4.753947767,0.201404653
0.6598369,1.940019214,0.488004691
-1.990063405,4.976824758,0.186568667
0.337403369,-3.616115933,0.275343844
4.875602352,0.706735437,0.202981475
1.831988487,-4.131214044,0.221278413
-0.289868794,-3.5906715,0.277596353
-3.275396345,-2.860679437,0.22995064
-0.868041368,-1.872723916,0.484467997
1.033165925,-2.72405624,0.343241277
2.058191998,0.706266422,0.459559282
1.224739504,-0.741054794,0.698575297
4.828072959,1.545420337,0.197262786
1.226124087,-2.36981819,0.374781148
2.818365288,-2.004384557,0.289148517
4.696676102,2.519630825,0.187622525
4.402140408,3.723075199,0.173447741
3.5981616,-3.119069475,0.21000174
-3.303942792,0.758439808,0.294995918
3.093681185,0.605030731,0.317229805
3.727459943,1.316333302,0.252968525
2.693595335,3.992056004,0.207649652
-2.152774964,-4.779687207,0.19076242
3.074378558,-2.868993967,0.237806043
0.412917825,2.066920976,0.474436718
-3.207178892,1.325774093,0.288151255
-1.714094258,4.247471702,0.218326379
-0.250703023,0.318892352,2.465236157
-3.542326488,2.174837815,0.240576559
1.640866717,3.767824089,0.243331749
0.150599884,-1.332340632,0.745809441
-0.357915188,0.27669245,2.210453584
-3.069996537,-1.451323132,0.294484484
4.073180083,-2.008243743,0.220198951
4.950782453,-2.253934229,0.183833262
-0.628074217,0.791010471,0.990062718
0.25693126,-2.079626019,0.477227324
3.230068257,-4.139972988,0.190440896
3.642348283,-0.356899018,0.273239568
1.919807124,-1.192968057,0.442424513
4.689258569,0.854737209,0.209796625
-4.261821094,-3.837055377,0.174378817
2.431051342,2.024050065,0.316120473
-3.775878152,1.882327206,0.237019992
2.399418843,-1.935157191,0.324407942
2.574142168,0.535497059,0.380336338
3.796392942,-3.32974288,0.198030336
3.493979784,-3.886474659,0.191345669
-2.639454593,-2.216701814,0.290123474
2.066940572,-2.237148874,0.328317768
-3.021229758,1.23372019,0.306427221
1.96281077,-2.352127484,0.326422328
4.298625339,-3.042713043,0.189878536
-1.236950021,-4.016354534,0.237952637
-0.500550952,-4.570281153,0.217504295
3.266251297,3.101001142,0.222032585
1.892963545,-1.076992485,0.459159096
-3.37691961,1.522308499,0.269964695
-3.657821431,-3.160350836,0.206868377
2.148717736,-3.713577532,0.23307778
0.263706924,0.340735456,2.320929184
-0.186309892,3.569797457,0.279747201
-0.45902957,1.475584093,0.647109381
1.144806717,2.364193152,0.380693723
3.254694058,-0.421924622,0.304698911
0.300921434,-0.168911201,2.897824037
-1.938632838,-3.677529739,0.240545057
2.060026835,-3.16816695,0.264618867
-2.207721355,0.419314348,0.445000411
-2.272060106,3.463880169,0.24139719
-3.284999476,-3.95232548,0.194580156
-2.527162615,-3.172379397,0.246552775
-1.57017898,4.087454771,0.228379865
-3.402097421,-4.569736007,0.175528426
2.539478249,0.30913251,0.390896105
-3.78275109,3.323453059,0.198596724
2.736106872,0.695692818,0.354212189
2.986018432,3.499935233,0.217361246
-2.763696616,4.227849894,0.197980083
-0.158517651,-2.145832741,0.464753165
2.094260004,-0.563023661,0.461122354
2.938590311,-4.570795432,0.184029217
2.568293749,0.601080212,0.379119018
-4.217239216,-1.07167379,0.229817714
4.327643505,-4.750694579,0.155610038
-2.626994643,-4.131109665,0.20426391
-3.875934239,1.194109396,0.246566104
-2.209550972,-3.478120958,0.242682415
2.134953907,-4.921591611,0.186403434
-2.148231193,0.57331166,0.449758171
-3.029607404,0.163730371,0.3295948
-2.253362984,-0.052257414,0.443661855
-1.940936529,-0.33661179,0.507637621
2.568802336,-0.178110848,0.388354086
2.628391312,-0.207532995,0.379280398
3.756739437,-0.779121866,0.260641937
1.26165938,-3.930987073,0.24221921
-4.908276956,1.681781885,0.192737365
-1.721228624,0.059958222,0.580628171
0.926460181,-4.272063431,0.228761362
-4.845460155,-1.937801948,0.191623067
3.82069895,3.935833974,0.182305394
3.552174054,3.506919806,0.200335132
-3.386217266,1.241243343,0.277273833
-3.18100827,1.082279908,0.297611885
-4.358172287,-4.64624567,0.156977429
-2.581197086,-3.931069205,0.212641415
2.831625625,2.819113545,0.25026993
0.241075604,-4.249792899,0.234927902
-3.562243513,3.156823025,0.210095576
4.845182991,0.074432001,0.206366205
4.385467472,-0.054464816,0.228008278
-4.430195642,0.375381871,0.224917699
4.261242371,1.694626677,0.218062466
-3.2557107,-3.067374546,0.223559639
-4.682828806,3.331772401,0.173999656
-1.696880069,-1.402814237,0.454203535
4.119054504,2.199895284,0.214146268
-4.844892361,1.363305521,0.198686714
1.889484457,4.825287566,0.192974149
3.133340923,-0.082039934,0.319038824
0.586370927,-3.156232666,0.311503271
-4.663469369,-3.567379642,0.170315139
-0.864581039,1.323394877,0.632597962
-2.257427151,2.665173242,0.286309426
2.905557847,-2.717622745,0.251356748
-4.722271501,2.882481688,0.180750135
1.822543452,-2.915024121,0.290876796
-0.628659559,3.393031825,0.289789613
0.164643411,2.429512623,0.41066328
-0.999232559,-2.03229118,0.441567894
-1.807367799,3.716749751,0.241961243
-1.222542608,3.202286013,0.291739342
-0.65678981,4.31003169,0.229368983
-1.470455509,-1.149018394,0.535865155
-2.433311071,1.958720897,0.320131722
-2.574246727,4.719574004,0.186012713
-0.556991015,2.16711937,0.446916702
-2.35255182,-0.910659872,0.396407341
-3.217568289,-1.32252582,0.287458167
0.666319595,-2.143940977,0.445414869
-4.119671656,1.655557327,0.22523114
3.948428545,-1.756082072,0.231410118
-1.960602148,4.712579776,0.195918925
3.607434255,1.840888843,0.246913929
4.007329392,2.381365448,0.214523183
0.718287858,3.919779047,0.250938025
4.437021193,0.464954682,0.224149111
-0.393357796,2.221965602,0.443161179
-4.181523154,0.919143172,0.233571172
-0.408013798,-3.697007364,0.268856659
1.468955105,-0.694862587,0.615380174
3.573086309,2.867986736,0.218257941
-1.071676201,-3.657862681,0.262355619
-3.594046399,2.157637137,0.238551631
3.210957871,2.491708513,0.246042392
3.668229598,3.635559706,0.19362544
-4.46204416,3.891911462,0.16889383
-0.086654595,-2.760486191,0.362076676
-0.132549675,-1.255617397,0.792020025
-3.620774049,3.192488946,0.20715885
-1.22424559,-1.344999018,0.549832495
-2.934468924,-2.793213177,0.246833477
0.368491815,4.459280843,0.223489654
0.768259398,2.656437487,0.361624451
0.307581525,-0.396839603,1.991699696
-3.664719665,0.467319829,0.270680278
2.838828828,4.075422799,0.201341293
0.252696563,-4.283431265,0.233052505
2.493111247,4.420115354,0.197054287
0.537663265,2.328388038,0.418469656
-2.214673609,3.559181476,0.238551736
4.161343393,2.280054174,0.21074628
-0.596291733,-3.811360847,0.259220196
-3.630618005,0.532650658,0.272517971
-2.935003911,-1.578031005,0.300090238
0.852892542,4.763643631,0.206637478
4.226706542,0.104914579,0.236517977
-0.249999176,-0.854598374,1.123072466
1.169234845,-4.632953083,0.209283055
-2.801077498,-2.327967528,0.274560914
2.258351831,2.514316208,0.29588986
3.861694849,-2.681178767,0.212711045
1.989070518,-0.648938599,0.477953658
-0.90363242,-3.511817486,0.275769865
3.187644751,-4.132292769,0.19161124
-0.575383539,-4.366880606,0.227034136
0.770790807,4.157564967,0.236495424
4.206482248,-1.220120426,0.228317722
0.268389821,-2.428199037,0.409335028
-3.7296839,4.287773143,0.175965983
1.012752479,4.556311544,0.214247032
1.209072437,0.369313361,0.79100248
-2.837058218,3.412124118,0.225351632
3.181744737,-0.903029158,0.302351382
-4.263118105,-2.329529479,0.205842889
-1.077974419,-2.725799922,0.341155605
-0.190627624,3.88003412,0.257419201
